DATE,age_category,percent_positive_7d_avg
2022-07-03,14to17,0.1196
2022-07-04,14to17,0.1231
2022-07-05,14to17,0.1223
2022-07-06,14to17,0.1273
2022-07-07,14to17,0.1441
2022-07-08,14to17,0.1389
2022-07-09,14to17,0.1457
2022-07-10,14to17,0.1410
2022-07-11,14to17,0.1437
2022-07-12,14to17,0.1483
2022-07-13,14to17,0.1377
2022-07-14,14to17,0.1238
2022-07-15,14to17,0.1308
2022-07-16,14to17,0.1236
2022-07-17,14to17,0.1234
2022-07-18,14to17,0.1238
2022-07-19,14to17,0.1194
2022-07-20,14to17,0.1286
2022-07-21,14to17,0.1310
2022-07-22,14to17,0.1223
2022-07-23,14to17,0.1204
2022-07-24,14to17,0.1230
2022-07-25,14to17,0.1220
2022-07-26,14to17,0.1191
2022-07-27,14to17,0.1189
2022-07-28,14to17,0.1149
2022-07-29,14to17,0.1211
2022-07-30,14to17,0.1208
2022-07-31,14to17,0.1181
2022-08-01,14to17,0.1095
2022-08-02,14to17,0.1160
2022-08-03,14to17,0.1207
2022-08-04,14to17,0.1257
2022-08-05,14to17,0.1160
2022-08-06,14to17,0.1161
2022-08-07,14to17,0.1167
2022-08-08,14to17,0.1129
2022-08-09,14to17,0.1078
2022-08-10,14to17,0.0958
2022-08-11,14to17,0.0922
2022-08-12,14to17,0.0956
2022-08-13,14to17,0.0958
2022-08-14,14to17,0.0912
2022-08-15,14to17,0.0952
2022-08-16,14to17,0.0920
2022-08-17,14to17,0.0970
2022-08-18,14to17,0.0952
2022-08-19,14to17,0.0946
2022-08-20,14to17,0.0965
2022-08-21,14to17,0.0957
2022-08-22,14to17,0.1001
2022-08-23,14to17,0.0994
2022-08-24,14to17,0.0944
2022-08-25,14to17,0.0925
2022-08-26,14to17,0.0947
2022-08-27,14to17,0.0931
2022-08-28,14to17,0.0918
2022-08-29,14to17,0.0825
2022-08-30,14to17,0.0808
2022-08-31,14to17,0.0790
2022-09-01,14to17,0.0756
2022-09-02,14to17,0.0711
2022-09-03,14to17,0.0710
2022-09-04,14to17,0.0723
2022-09-05,14to17,0.0709
2022-09-06,14to17,0.0725
2022-09-07,14to17,0.0728
2022-09-08,14to17,0.0736
2022-09-09,14to17,0.0709
2022-09-10,14to17,0.0668
2022-09-11,14to17,0.0695
2022-09-12,14to17,0.0727
2022-09-13,14to17,0.0700
2022-09-14,14to17,0.0763
2022-09-15,14to17,0.0787
2022-09-16,14to17,0.0775
2022-09-17,14to17,0.0793
2022-09-18,14to17,0.0768
2022-09-19,14to17,0.0810
2022-09-20,14to17,0.0882
2022-09-21,14to17,0.0814
2022-09-22,14to17,0.0834
2022-09-23,14to17,0.0888
2022-09-24,14to17,0.0883
2022-09-25,14to17,0.0919
2022-09-26,14to17,0.0973
2022-09-27,14to17,0.0883
2022-09-28,14to17,0.0923
2022-09-29,14to17,0.1042
2022-09-30,14to17,0.1071
2022-10-01,14to17,0.1090
2022-10-02,14to17,0.1066
2022-10-03,14to17,0.0996
2022-10-04,14to17,0.0942
2022-10-05,14to17,0.0939
2022-10-06,14to17,0.0794
2022-10-07,14to17,0.0839
2022-10-08,14to17,0.0830
2022-10-09,14to17,0.0843
2022-10-10,14to17,0.0898
2022-10-11,14to17,0.0993
2022-10-12,14to17,0.1083
2022-10-13,14to17,0.1213
2022-10-14,14to17,0.1151
2022-10-15,14to17,0.1254
2022-10-16,14to17,0.1260
2022-10-17,14to17,0.1198
2022-10-18,14to17,0.1158
2022-10-19,14to17,0.1082
2022-10-20,14to17,0.1009
2022-10-21,14to17,0.0968
2022-10-22,14to17,0.0842
2022-10-23,14to17,0.0791
2022-10-24,14to17,0.0818
2022-10-25,14to17,0.0816
2022-10-26,14to17,0.0756
2022-10-27,14to17,0.0841
2022-10-28,14to17,0.0906
2022-10-29,14to17,0.0886
2022-10-30,14to17,0.0844
2022-10-31,14to17,0.0766
2022-11-01,14to17,0.0799
2022-11-02,14to17,0.0833
2022-11-03,14to17,0.0744
2022-11-04,14to17,0.0687
2022-11-05,14to17,0.0737
2022-11-06,14to17,0.0779
2022-11-07,14to17,0.0814
2022-11-08,14to17,0.0779
2022-11-09,14to17,0.0742
2022-11-10,14to17,0.0654
2022-11-11,14to17,0.0634
2022-11-12,14to17,0.0621
2022-11-13,14to17,0.0579
2022-11-14,14to17,0.0595
2022-11-15,14to17,0.0607
2022-11-16,14to17,0.0615
2022-11-17,14to17,0.0600
2022-11-18,14to17,0.0650
2022-11-19,14to17,0.0583
2022-11-20,14to17,0.0653
2022-11-21,14to17,0.0500
2022-11-22,14to17,0.0496
2022-11-23,14to17,0.0534
2022-11-24,14to17,0.0585
2022-11-25,14to17,0.0604
2022-11-26,14to17,0.0631
2022-11-27,14to17,0.0627
2022-11-28,14to17,0.0690
2022-11-29,14to17,0.0660
2022-11-30,14to17,0.0703
2022-12-01,14to17,0.0728
2022-12-02,14to17,0.0659
2022-12-03,14to17,0.0762
2022-12-04,14to17,0.0717
2022-12-05,14to17,0.0732
2022-12-06,14to17,0.0787
2022-12-07,14to17,0.0755
2022-12-08,14to17,0.0760
2022-12-09,14to17,0.0758
2022-12-10,14to17,0.0690
2022-12-11,14to17,0.0680
2022-12-12,14to17,0.0744
2022-12-13,14to17,0.0675
2022-12-14,14to17,0.0710
2022-12-15,14to17,0.0673
2022-12-16,14to17,0.0719
2022-12-17,14to17,0.0747
2022-12-18,14to17,0.0763
2022-12-19,14to17,0.0793
2022-12-20,14to17,0.0852
2022-12-21,14to17,0.0903
2022-12-22,14to17,0.0975
2022-12-23,14to17,0.1028
2022-12-24,14to17,0.1029
2022-12-25,14to17,0.1119
2022-12-26,14to17,0.1157
2022-12-27,14to17,0.1362
2022-12-28,14to17,0.1301
2022-12-29,14to17,0.1261
2022-12-30,14to17,0.1298
2022-12-31,14to17,0.1322
2023-01-01,14to17,0.1253
2023-01-02,14to17,0.1179
2023-01-03,14to17,0.1087
2023-01-04,14to17,0.1166
2023-01-05,14to17,0.1203
2023-01-06,14to17,0.1273
2023-01-07,14to17,0.1245
2023-01-08,14to17,0.1315
2023-01-09,14to17,0.1288
2023-01-10,14to17,0.1291
2023-01-11,14to17,0.1236
2023-01-12,14to17,0.1140
2023-01-13,14to17,0.1004
2023-01-14,14to17,0.0915
2023-01-15,14to17,0.0897
2023-01-16,14to17,0.0965
2023-01-17,14to17,0.0903
2023-01-18,14to17,0.1042
2023-01-19,14to17,0.1068
2023-01-20,14to17,0.1083
2023-01-21,14to17,0.1235
2023-01-22,14to17,0.1350
2023-01-23,14to17,0.1452
2023-01-24,14to17,0.1495
2023-01-25,14to17,0.1439
2023-01-26,14to17,0.1583
2023-01-27,14to17,0.1705
2023-01-28,14to17,0.1868
2023-01-29,14to17,0.1695
2023-01-30,14to17,0.1588
2023-01-31,14to17,0.1611
2023-02-01,14to17,0.1596
2023-02-02,14to17,0.1475
2023-02-03,14to17,0.1376
2023-02-04,14to17,0.1147
2023-02-05,14to17,0.1228
2023-02-06,14to17,0.1180
2023-02-07,14to17,0.1144
2023-02-08,14to17,0.1049
2023-02-09,14to17,0.1047
2023-02-10,14to17,0.1101
2023-02-11,14to17,0.1124
2023-02-12,14to17,0.1057
2023-02-13,14to17,0.1238
2023-02-14,14to17,0.1179
2023-02-15,14to17,0.1374
2023-02-16,14to17,0.1384
2023-02-17,14to17,0.1297
2023-02-18,14to17,0.1238
2023-02-19,14to17,0.1232
2023-02-20,14to17,0.1134
2023-02-21,14to17,0.1151
2023-02-22,14to17,0.1078
2023-02-23,14to17,0.1068
2023-02-24,14to17,0.1081
2023-02-25,14to17,0.1059
2023-02-26,14to17,0.1069
2023-02-27,14to17,0.1022
2023-02-28,14to17,0.1095
2023-03-01,14to17,0.0955
2023-03-02,14to17,0.0945
2023-03-03,14to17,0.0925
2023-03-04,14to17,0.0925
2023-03-05,14to17,0.0896
2023-03-06,14to17,0.0907
2023-03-07,14to17,0.0844
2023-03-08,14to17,0.0851
2023-03-09,14to17,0.0875
2023-03-10,14to17,0.0854
2023-03-11,14to17,0.0871
2023-03-12,14to17,0.0878
2023-03-13,14to17,0.0745
2023-03-14,14to17,0.0636
2023-03-15,14to17,0.0696
2023-03-16,14to17,0.0671
2023-03-17,14to17,0.0635
2023-03-18,14to17,0.0690
2023-03-19,14to17,0.0798
2023-03-20,14to17,0.0739
2023-03-21,14to17,0.0791
2023-03-22,14to17,0.0758
2023-03-23,14to17,0.0751
2023-03-24,14to17,0.0780
2023-03-25,14to17,0.0686
2023-03-26,14to17,0.0613
2023-03-27,14to17,0.0725
2023-03-28,14to17,0.0663
2023-03-29,14to17,0.0575
2023-03-30,14to17,0.0639
2023-03-31,14to17,0.0619
2023-04-01,14to17,0.0620
2023-04-02,14to17,0.0596
2023-04-03,14to17,0.0590
2023-04-04,14to17,0.0579
2023-04-05,14to17,0.0599
2023-04-06,14to17,0.0460
2023-04-07,14to17,0.0408
2023-04-08,14to17,0.0464
2023-04-09,14to17,0.0432
2023-04-10,14to17,0.0389
2023-04-11,14to17,0.0385
2023-04-12,14to17,0.0286
2023-04-13,14to17,0.0390
2023-04-14,14to17,0.0377
2023-04-15,14to17,0.0401
2023-04-16,14to17,0.0370
2023-04-17,14to17,0.0465
2023-04-18,14to17,0.0439
2023-04-19,14to17,0.0469
2023-04-20,14to17,0.0337
2023-04-21,14to17,0.0305
2023-04-22,14to17,0.0203
2023-04-23,14to17,0.0246
2023-04-24,14to17,0.0085
2023-04-25,14to17,0.0088
2023-04-26,14to17,0.0090
2023-04-27,14to17,0.0089
2023-04-28,14to17,0.0173
2023-04-29,14to17,0.0177
2023-04-30,14to17,0.0171
2023-05-01,14to17,0.0129
2023-05-02,14to17,0.0126
2023-05-03,14to17,0.0181
2023-05-04,14to17,0.0276
2023-05-05,14to17,0.0195
2023-05-06,14to17,0.0187
2023-05-07,14to17,0.0239
2023-05-08,14to17,0.0365
2023-05-09,14to17,0.0392
2023-05-10,14to17,0.0386
2023-05-11,14to17,0.0313
2023-05-12,14to17,0.0518
2023-05-13,14to17,0.0598
2023-05-14,14to17,0.0497
2023-05-15,14to17,0.0387
2023-05-16,14to17,0.0387
2023-05-17,14to17,0.0342
2023-05-18,14to17,0.0417
2023-05-19,14to17,0.0146
2023-05-20,14to17,0.0068
2023-05-21,14to17,0.0197
2023-05-22,14to17,0.0196
2023-05-23,14to17,0.0250
2023-05-24,14to17,0.0427
2023-05-25,14to17,0.0339
2023-05-26,14to17,0.0393
2023-05-27,14to17,0.0419
2023-05-28,14to17,0.0321
2023-05-29,14to17,0.0380
2023-05-30,14to17,0.0690
2023-05-31,14to17,0.0638
2023-06-01,14to17,0.0815
2023-06-02,14to17,0.0730
2023-06-03,14to17,0.0719
2023-06-04,14to17,0.0725
2023-06-05,14to17,0.0719
2023-06-06,14to17,0.0408
2023-06-07,14to17,0.0318
2023-06-08,14to17,0.0255
2023-06-09,14to17,0.0258
2023-06-10,14to17,0.0258
2023-06-11,14to17,0.0258
2023-06-12,14to17,0.0260
2023-06-13,14to17,0.0226
2023-06-14,14to17,0.0238
2023-06-15,14to17,0.0252
2023-06-16,14to17,0.0270
2023-06-17,14to17,0.0288
2023-06-18,14to17,0.0278
2023-06-19,14to17,0.0187
2023-06-20,14to17,0.0179
2023-06-21,14to17,0.0089
2023-06-22,14to17,0.0000
2023-06-23,14to17,0.0000
2023-06-24,14to17,0.0083
2023-06-25,14to17,0.0167
2023-06-26,14to17,0.0244
2023-06-27,14to17,0.0448
2023-06-28,14to17,0.0441
2023-06-29,14to17,0.0451
2023-06-30,14to17,0.0556
2023-07-01,14to17,0.0469
2023-07-02,14to17,0.0391
2023-07-03,14to17,0.0339
2023-07-04,14to17,0.0179
2023-07-05,14to17,0.0175
2023-07-06,14to17,0.0244
2023-07-07,14to17,0.0171
2023-07-08,14to17,0.0167
2023-07-09,14to17,0.0180
2023-07-10,14to17,0.0268
2023-07-11,14to17,0.0198
2023-07-12,14to17,0.0200
2023-07-13,14to17,0.0204
2023-07-14,14to17,0.0198
2023-07-15,14to17,0.0211
2023-07-16,14to17,0.0206
2023-07-17,14to17,0.0179
2023-07-18,14to17,0.0320
2023-07-19,14to17,0.0348
2023-07-20,14to17,0.0275
2023-07-21,14to17,0.0275
2023-07-22,14to17,0.0270
2023-07-23,14to17,0.0354
2023-07-24,14to17,0.0385
2023-07-25,14to17,0.0323
2023-07-26,14to17,0.0319
2023-07-27,14to17,0.0408
2023-07-28,14to17,0.0426
2023-07-29,14to17,0.0421
2023-07-30,14to17,0.0417
2023-07-31,14to17,0.0345
2023-08-01,14to17,0.0233
2023-08-02,14to17,0.0366
2023-08-03,14to17,0.0260
2023-08-04,14to17,0.0494
2023-08-05,14to17,0.0513
2023-08-06,14to17,0.0506
2023-08-07,14to17,0.0526
2023-08-08,14to17,0.0588
2023-08-09,14to17,0.0435
2023-08-10,14to17,0.0505
2023-08-11,14to17,0.0510
2023-08-12,14to17,0.0594
2023-08-13,14to17,0.0588
2023-08-14,14to17,0.0721
2023-08-15,14to17,0.0818
2023-08-16,14to17,0.0935
2023-08-17,14to17,0.0833
2023-08-18,14to17,0.0714
2023-08-19,14to17,0.0721
2023-08-20,14to17,0.0818
2023-08-21,14to17,0.0826
2023-08-22,14to17,0.0727
2023-08-23,14to17,0.0619
2023-08-24,14to17,0.0857
2023-08-25,14to17,0.1089
2023-08-26,14to17,0.1333
2023-08-27,14to17,0.1143
2023-08-28,14to17,0.1165
2023-08-29,14to17,0.1250
2023-08-30,14to17,0.1333
2023-08-31,14to17,0.1340
2023-09-01,14to17,0.1212
2023-09-02,14to17,0.0938
2023-09-03,14to17,0.0882
2023-09-04,14to17,0.0673
2023-09-05,14to17,0.0513
2023-09-06,14to17,0.0806
2023-09-07,14to17,0.0800
2023-09-08,14to17,0.0833
2023-09-09,14to17,0.0821
2023-09-10,14to17,0.0902
2023-09-11,14to17,0.0915
2023-09-12,14to17,0.1064
2023-09-13,14to17,0.0797
2023-09-14,14to17,0.0662
2023-09-15,14to17,0.0643
2023-09-16,14to17,0.0643
2023-09-17,14to17,0.0563
2023-09-18,14to17,0.0724
2023-09-19,14to17,0.0710
2023-09-20,14to17,0.0818
2023-09-21,14to17,0.0854
2023-09-22,14to17,0.0736
2023-09-23,14to17,0.0702
2023-09-24,14to17,0.0862
2023-09-25,14to17,0.0679
2023-09-26,14to17,0.0610
2023-09-27,14to17,0.0503
2023-09-28,14to17,0.0437
2023-09-29,14to17,0.0535
2023-09-30,14to17,0.0510
2023-10-01,14to17,0.0426
2023-10-02,14to17,0.0489
2023-10-03,14to17,0.0591
2023-10-04,14to17,0.0608
2023-10-05,14to17,0.0809
2023-10-06,14to17,0.0663
2023-10-07,14to17,0.0738
2023-10-08,14to17,0.0705
2023-10-09,14to17,0.0714
2023-10-10,14to17,0.0795
2023-10-11,14to17,0.0946
2023-10-12,14to17,0.0710
2023-10-13,14to17,0.0774
2023-10-14,14to17,0.0667
2023-10-15,14to17,0.0667
2023-10-16,14to17,0.0562
2023-10-17,14to17,0.0430
2023-10-18,14to17,0.0492
2023-10-19,14to17,0.0621
2023-10-20,14to17,0.0625
2023-10-21,14to17,0.0727
2023-10-22,14to17,0.0864
2023-10-23,14to17,0.1275
2023-10-24,14to17,0.1241
2023-10-25,14to17,0.1286
2023-10-26,14to17,0.1439
2023-10-27,14to17,0.1544
2023-10-28,14to17,0.1533
2023-10-29,14to17,0.1448
2023-10-30,14to17,0.1250
2023-10-31,14to17,0.1494
2023-11-01,14to17,0.1391
2023-11-02,14to17,0.1218
2023-11-03,14to17,0.1126
2023-11-04,14to17,0.1083
2023-11-05,14to17,0.1132
2023-11-06,14to17,0.0982
2023-11-07,14to17,0.0769
2023-11-08,14to17,0.0941
2023-11-09,14to17,0.0966
2020-05-01,18to24,0.0435
2020-05-02,18to24,0.0409
2020-05-03,18to24,0.0419
2020-05-04,18to24,0.0426
2020-05-05,18to24,0.0428
2020-05-06,18to24,0.0379
2020-05-07,18to24,0.0349
2020-05-08,18to24,0.0336
2020-05-09,18to24,0.0369
2020-05-10,18to24,0.0353
2020-05-11,18to24,0.0341
2020-05-12,18to24,0.0349
2020-05-13,18to24,0.0363
2020-05-14,18to24,0.0402
2020-05-15,18to24,0.0433
2020-05-16,18to24,0.0430
2020-05-17,18to24,0.0463
2020-05-18,18to24,0.0507
2020-05-19,18to24,0.0551
2020-05-20,18to24,0.0588
2020-05-21,18to24,0.0621
2020-05-22,18to24,0.0614
2020-05-23,18to24,0.0627
2020-05-24,18to24,0.0596
2020-05-25,18to24,0.0521
2020-05-26,18to24,0.0488
2020-05-27,18to24,0.0443
2020-05-28,18to24,0.0411
2020-05-29,18to24,0.0403
2020-05-30,18to24,0.0369
2020-05-31,18to24,0.0342
2020-06-01,18to24,0.0331
2020-06-02,18to24,0.0299
2020-06-03,18to24,0.0295
2020-06-04,18to24,0.0273
2020-06-05,18to24,0.0261
2020-06-06,18to24,0.0249
2020-06-07,18to24,0.0246
2020-06-08,18to24,0.0221
2020-06-09,18to24,0.0189
2020-06-10,18to24,0.0168
2020-06-11,18to24,0.0158
2020-06-12,18to24,0.0136
2020-06-13,18to24,0.0136
2020-06-14,18to24,0.0138
2020-06-15,18to24,0.0145
2020-06-16,18to24,0.0148
2020-06-17,18to24,0.0150
2020-06-18,18to24,0.0145
2020-06-19,18to24,0.0140
2020-06-20,18to24,0.0145
2020-06-21,18to24,0.0138
2020-06-22,18to24,0.0125
2020-06-23,18to24,0.0124
2020-06-24,18to24,0.0116
2020-06-25,18to24,0.0126
2020-06-26,18to24,0.0126
2020-06-27,18to24,0.0115
2020-06-28,18to24,0.0114
2020-06-29,18to24,0.0112
2020-06-30,18to24,0.0106
2020-07-01,18to24,0.0107
2020-07-02,18to24,0.0091
2020-07-03,18to24,0.0090
2020-07-04,18to24,0.0088
2020-07-05,18to24,0.0080
2020-07-06,18to24,0.0080
2020-07-07,18to24,0.0083
2020-07-08,18to24,0.0083
2020-07-09,18to24,0.0085
2020-07-10,18to24,0.0084
2020-07-11,18to24,0.0085
2020-07-12,18to24,0.0088
2020-07-13,18to24,0.0080
2020-07-14,18to24,0.0076
2020-07-15,18to24,0.0080
2020-07-16,18to24,0.0080
2020-07-17,18to24,0.0089
2020-07-18,18to24,0.0088
2020-07-19,18to24,0.0096
2020-07-20,18to24,0.0098
2020-07-21,18to24,0.0103
2020-07-22,18to24,0.0106
2020-07-23,18to24,0.0106
2020-07-24,18to24,0.0107
2020-07-25,18to24,0.0110
2020-07-26,18to24,0.0104
2020-07-27,18to24,0.0100
2020-07-28,18to24,0.0094
2020-07-29,18to24,0.0084
2020-07-30,18to24,0.0083
2020-07-31,18to24,0.0076
2020-08-01,18to24,0.0078
2020-08-02,18to24,0.0076
2020-08-03,18to24,0.0074
2020-08-04,18to24,0.0075
2020-08-05,18to24,0.0075
2020-08-06,18to24,0.0073
2020-08-07,18to24,0.0075
2020-08-08,18to24,0.0067
2020-08-09,18to24,0.0062
2020-08-10,18to24,0.0064
2020-08-11,18to24,0.0059
2020-08-12,18to24,0.0050
2020-08-13,18to24,0.0049
2020-08-14,18to24,0.0048
2020-08-15,18to24,0.0052
2020-08-16,18to24,0.0054
2020-08-17,18to24,0.0061
2020-08-18,18to24,0.0067
2020-08-19,18to24,0.0074
2020-08-20,18to24,0.0077
2020-08-21,18to24,0.0074
2020-08-22,18to24,0.0072
2020-08-23,18to24,0.0076
2020-08-24,18to24,0.0075
2020-08-25,18to24,0.0074
2020-08-26,18to24,0.0084
2020-08-27,18to24,0.0079
2020-08-28,18to24,0.0080
2020-08-29,18to24,0.0086
2020-08-30,18to24,0.0087
2020-08-31,18to24,0.0084
2020-09-01,18to24,0.0085
2020-09-02,18to24,0.0080
2020-09-03,18to24,0.0086
2020-09-04,18to24,0.0089
2020-09-05,18to24,0.0082
2020-09-06,18to24,0.0087
2020-09-07,18to24,0.0099
2020-09-08,18to24,0.0112
2020-09-09,18to24,0.0115
2020-09-10,18to24,0.0135
2020-09-11,18to24,0.0151
2020-09-12,18to24,0.0162
2020-09-13,18to24,0.0165
2020-09-14,18to24,0.0160
2020-09-15,18to24,0.0186
2020-09-16,18to24,0.0210
2020-09-17,18to24,0.0220
2020-09-18,18to24,0.0227
2020-09-19,18to24,0.0234
2020-09-20,18to24,0.0238
2020-09-21,18to24,0.0250
2020-09-22,18to24,0.0240
2020-09-23,18to24,0.0242
2020-09-24,18to24,0.0244
2020-09-25,18to24,0.0261
2020-09-26,18to24,0.0277
2020-09-27,18to24,0.0294
2020-09-28,18to24,0.0326
2020-09-29,18to24,0.0349
2020-09-30,18to24,0.0364
2020-10-01,18to24,0.0373
2020-10-02,18to24,0.0358
2020-10-03,18to24,0.0355
2020-10-04,18to24,0.0346
2020-10-05,18to24,0.0306
2020-10-06,18to24,0.0278
2020-10-07,18to24,0.0267
2020-10-08,18to24,0.0262
2020-10-09,18to24,0.0265
2020-10-10,18to24,0.0258
2020-10-11,18to24,0.0274
2020-10-12,18to24,0.0304
2020-10-13,18to24,0.0327
2020-10-14,18to24,0.0327
2020-10-15,18to24,0.0334
2020-10-16,18to24,0.0334
2020-10-17,18to24,0.0349
2020-10-18,18to24,0.0340
2020-10-19,18to24,0.0335
2020-10-20,18to24,0.0342
2020-10-21,18to24,0.0353
2020-10-22,18to24,0.0366
2020-10-23,18to24,0.0380
2020-10-24,18to24,0.0386
2020-10-25,18to24,0.0390
2020-10-26,18to24,0.0393
2020-10-27,18to24,0.0395
2020-10-28,18to24,0.0400
2020-10-29,18to24,0.0406
2020-10-30,18to24,0.0420
2020-10-31,18to24,0.0434
2020-11-01,18to24,0.0439
2020-11-02,18to24,0.0430
2020-11-03,18to24,0.0439
2020-11-04,18to24,0.0452
2020-11-05,18to24,0.0454
2020-11-06,18to24,0.0463
2020-11-07,18to24,0.0467
2020-11-08,18to24,0.0477
2020-11-09,18to24,0.0504
2020-11-10,18to24,0.0522
2020-11-11,18to24,0.0555
2020-11-12,18to24,0.0580
2020-11-13,18to24,0.0571
2020-11-14,18to24,0.0556
2020-11-15,18to24,0.0561
2020-11-16,18to24,0.0551
2020-11-17,18to24,0.0537
2020-11-18,18to24,0.0520
2020-11-19,18to24,0.0509
2020-11-20,18to24,0.0511
2020-11-21,18to24,0.0518
2020-11-22,18to24,0.0513
2020-11-23,18to24,0.0516
2020-11-24,18to24,0.0510
2020-11-25,18to24,0.0500
2020-11-26,18to24,0.0489
2020-11-27,18to24,0.0486
2020-11-28,18to24,0.0497
2020-11-29,18to24,0.0518
2020-11-30,18to24,0.0521
2020-12-01,18to24,0.0524
2020-12-02,18to24,0.0518
2020-12-03,18to24,0.0524
2020-12-04,18to24,0.0533
2020-12-05,18to24,0.0533
2020-12-06,18to24,0.0519
2020-12-07,18to24,0.0519
2020-12-08,18to24,0.0506
2020-12-09,18to24,0.0518
2020-12-10,18to24,0.0529
2020-12-11,18to24,0.0531
2020-12-12,18to24,0.0536
2020-12-13,18to24,0.0536
2020-12-14,18to24,0.0544
2020-12-15,18to24,0.0556
2020-12-16,18to24,0.0547
2020-12-17,18to24,0.0540
2020-12-18,18to24,0.0539
2020-12-19,18to24,0.0537
2020-12-20,18to24,0.0539
2020-12-21,18to24,0.0521
2020-12-22,18to24,0.0525
2020-12-23,18to24,0.0552
2020-12-24,18to24,0.0600
2020-12-25,18to24,0.0623
2020-12-26,18to24,0.0651
2020-12-27,18to24,0.0678
2020-12-28,18to24,0.0769
2020-12-29,18to24,0.0811
2020-12-30,18to24,0.0854
2020-12-31,18to24,0.0854
2021-01-01,18to24,0.0874
2021-01-02,18to24,0.0908
2021-01-03,18to24,0.0945
2021-01-04,18to24,0.0932
2021-01-05,18to24,0.0967
2021-01-06,18to24,0.0969
2021-01-07,18to24,0.0967
2021-01-08,18to24,0.0962
2021-01-09,18to24,0.0944
2021-01-10,18to24,0.0911
2021-01-11,18to24,0.0886
2021-01-12,18to24,0.0855
2021-01-13,18to24,0.0818
2021-01-14,18to24,0.0787
2021-01-15,18to24,0.0755
2021-01-16,18to24,0.0737
2021-01-17,18to24,0.0731
2021-01-18,18to24,0.0722
2021-01-19,18to24,0.0704
2021-01-20,18to24,0.0701
2021-01-21,18to24,0.0683
2021-01-22,18to24,0.0657
2021-01-23,18to24,0.0636
2021-01-24,18to24,0.0624
2021-01-25,18to24,0.0589
2021-01-26,18to24,0.0558
2021-01-27,18to24,0.0534
2021-01-28,18to24,0.0514
2021-01-29,18to24,0.0519
2021-01-30,18to24,0.0503
2021-01-31,18to24,0.0486
2021-02-01,18to24,0.0479
2021-02-02,18to24,0.0460
2021-02-03,18to24,0.0433
2021-02-04,18to24,0.0419
2021-02-05,18to24,0.0388
2021-02-06,18to24,0.0377
2021-02-07,18to24,0.0372
2021-02-08,18to24,0.0353
2021-02-09,18to24,0.0344
2021-02-10,18to24,0.0336
2021-02-11,18to24,0.0330
2021-02-12,18to24,0.0323
2021-02-13,18to24,0.0322
2021-02-14,18to24,0.0320
2021-02-15,18to24,0.0329
2021-02-16,18to24,0.0342
2021-02-17,18to24,0.0357
2021-02-18,18to24,0.0364
2021-02-19,18to24,0.0371
2021-02-20,18to24,0.0368
2021-02-21,18to24,0.0371
2021-02-22,18to24,0.0365
2021-02-23,18to24,0.0369
2021-02-24,18to24,0.0377
2021-02-25,18to24,0.0381
2021-02-26,18to24,0.0398
2021-02-27,18to24,0.0404
2021-02-28,18to24,0.0399
2021-03-01,18to24,0.0399
2021-03-02,18to24,0.0389
2021-03-03,18to24,0.0381
2021-03-04,18to24,0.0370
2021-03-05,18to24,0.0366
2021-03-06,18to24,0.0368
2021-03-07,18to24,0.0385
2021-03-08,18to24,0.0394
2021-03-09,18to24,0.0411
2021-03-10,18to24,0.0436
2021-03-11,18to24,0.0458
2021-03-12,18to24,0.0450
2021-03-13,18to24,0.0451
2021-03-14,18to24,0.0456
2021-03-15,18to24,0.0485
2021-03-16,18to24,0.0513
2021-03-17,18to24,0.0525
2021-03-18,18to24,0.0543
2021-03-19,18to24,0.0558
2021-03-20,18to24,0.0581
2021-03-21,18to24,0.0584
2021-03-22,18to24,0.0594
2021-03-23,18to24,0.0614
2021-03-24,18to24,0.0622
2021-03-25,18to24,0.0658
2021-03-26,18to24,0.0690
2021-03-27,18to24,0.0709
2021-03-28,18to24,0.0725
2021-03-29,18to24,0.0744
2021-03-30,18to24,0.0779
2021-03-31,18to24,0.0816
2021-04-01,18to24,0.0836
2021-04-02,18to24,0.0869
2021-04-03,18to24,0.0896
2021-04-04,18to24,0.0935
2021-04-05,18to24,0.0990
2021-04-06,18to24,0.1030
2021-04-07,18to24,0.1083
2021-04-08,18to24,0.1096
2021-04-09,18to24,0.1101
2021-04-10,18to24,0.1122
2021-04-11,18to24,0.1139
2021-04-12,18to24,0.1156
2021-04-13,18to24,0.1162
2021-04-14,18to24,0.1165
2021-04-15,18to24,0.1170
2021-04-16,18to24,0.1180
2021-04-17,18to24,0.1186
2021-04-18,18to24,0.1158
2021-04-19,18to24,0.1127
2021-04-20,18to24,0.1133
2021-04-21,18to24,0.1117
2021-04-22,18to24,0.1118
2021-04-23,18to24,0.1104
2021-04-24,18to24,0.1084
2021-04-25,18to24,0.1089
2021-04-26,18to24,0.1074
2021-04-27,18to24,0.1034
2021-04-28,18to24,0.1011
2021-04-29,18to24,0.0989
2021-04-30,18to24,0.0963
2021-05-01,18to24,0.0954
2021-05-02,18to24,0.0935
2021-05-03,18to24,0.0909
2021-05-04,18to24,0.0901
2021-05-05,18to24,0.0905
2021-05-06,18to24,0.0908
2021-05-07,18to24,0.0902
2021-05-08,18to24,0.0879
2021-05-09,18to24,0.0887
2021-05-10,18to24,0.0900
2021-05-11,18to24,0.0896
2021-05-12,18to24,0.0883
2021-05-13,18to24,0.0867
